City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,arraial do cabo,82,BR,1586731666,64,-22.97,-42.03,74.17,7.52
1,barrow,90,US,1586731547,85,71.29,-156.79,24.8,4.7
2,butaritari,95,KI,1586731555,79,3.07,172.79,83.14,15.73
3,harper,100,LR,1586731928,84,4.38,-7.72,80.71,5.5
4,port alfred,12,ZA,1586731925,82,-33.59,26.89,60.01,3.0
5,puerto penasco,0,MX,1586731930,76,31.32,-113.53,66.0,15.01
6,ushuaia,90,AR,1586731326,87,-54.8,-68.3,42.8,21.92
